8.0,482.0,128,128
8.0,482.0,128,128
301.0,491.0,128,128
301.0,491.0,128,128
301.0,491.0,128,128
301.0,491.0,128,128
301.0,491.0,128,128
301.0,491.0,128,128
301.0,491.0,128,128
172.0,487.0,128,128
172.0,487.0,128,128
147.0,490.0,128,128
147.0,490.0,128,128
941.0,285.0,128,128
946.0,280.0,128,128
951.0,275.0,128,128
971.0,60.0,128,128
976.0,65.0,128,128
981.0,70.0,128,128
986.0,75.0,128,128
991.0,80.0,128,128
996.0,85.0,128,128
1001.0,90.0,128,128
1006.0,95.0,128,128
1231.0,195.0,128,128
1231.0,200.0,128,128
1231.0,205.0,128,128
1231.0,210.0,128,128
1231.0,215.0,128,128
1231.0,220.0,128,128
1231.0,225.0,128,128
1076.0,670.0,128,128
1071.0,675.0,128,128
1066.0,680.0,128,128
1061.0,685.0,128,128
696.0,1050.0,128,128
691.0,1055.0,128,128
686.0,1060.0,128,128
681.0,1065.0,128,128
676.0,1070.0,128,128
671.0,1075.0,128,128
666.0,1080.0,128,128
661.0,1085.0,128,128
316.0,1045.0,128,128
311.0,1045.0,128,128
306.0,1045.0,128,128
301.0,1045.0,128,128
296.0,1045.0,128,128
291.0,1045.0,128,128
286.0,1045.0,128,128
56.0,870.0,128,128
56.0,865.0,128,128
56.0,860.0,128,128
56.0,855.0,128,128
56.0,850.0,128,128
56.0,845.0,128,128
56.0,840.0,128,128
