378.0,315.0,4.0,2.0
1045.0,750.0,4.0,2.0
303.0,1150.0,4.0,2.0
504.0,1771.0,4.0,2.0
1303.0,1688.0,4.0,2.0
1809.0,1349.0,4.0,2.0
1397.0,1067.0,4.0,4.0
1730.0,385.0,4.0,4.0
800.0,83.0,4.0,4.0
95.0,796.0,4.0,4.0
147.0,1669.0,4.0,4.0
564.0,1279.0,2.0,4.0
1497.0,649.0,2.0,4.0
1224.0,118.0,2.0,4.0
1868.0,99.0,2.0,4.0
1512.0,1387.0,2.0,4.0
1737.0,1826.0,2.0,4.0
829.0,1377.0,4.0,8.0
535.0,596.0,4.0,8.0
932.0,402.0,8.0,4.0
1656.0,1591.0,8.0,4.0
830.0,1785.0,8.0,4.0
949.25,1042.875,2.0,4.0
1294.125,1859.5,2.0,4.0
91.5,1373.75,8.0,4.0
142.625,108.75,8.0,4.0
150.875,431.0,2.0,2.0
296.0,620.0,2.0,2.0
1493.25,262.375,2.0,2.0
1371.75,491.875,2.0,2.0
1800.125,906.625,2.0,2.0
1206.5,1337.875,2.0,2.0
636.25,979.875,2.0,2.0
683.875,360.125,2.0,2.0
