537.6,537.6,8.0,2.0
3052.8,716.8,8.0,2.0
3411.2,2474.6666666666665,8.0,2.0
2208.0,1211.7333333333333,8.0,2.0
768.0,1877.3333333333333,8.0,2.0
883.2,802.1333333333333,8.0,2.0
556.8,2986.6666666666665,8.0,2.0
1894.4,3268.266666666667,8.0,2.0
3392.0,3584.0,8.0,2.0
2508.8,2568.5333333333333,8.0,2.0
1222.4,2525.866666666667,8.0,2.0
2118.4,1945.6,8.0,2.0
1792.0,486.4,8.0,2.0
1427.2,1518.9333333333334,8.0,2.0
1036.8,3677.866666666667,8.0,2.0
3820.8,512.0,8.0,8.0
3174.4,1570.1333333333334,8.0,8.0
1465.6,1015.4666666666667,8.0,8.0
243.2,1399.4666666666667,8.0,8.0
678.4,2500.266666666667,8.0,8.0
467.2,3694.9333333333334,8.0,8.0
2540.8,3635.2,8.0,8.0
1990.4,2560.0,8.0,8.0
2368.0,349.8666666666667,2.0,8.0
1196.8,366.93333333333334,2.0,8.0
819.2,1331.2,2.0,8.0
1427.2,2090.6666666666665,2.0,8.0
294.4,2065.0666666666666,2.0,8.0
1036.8,3242.6666666666665,2.0,8.0
1676.8,3643.733333333333,2.0,8.0
2476.8,3003.733333333333,2.0,8.0
3417.6,3063.4666666666667,2.0,8.0
2969.6,2090.6666666666665,2.0,8.0
2707.2,1288.5333333333333,2.0,8.0
3788.8,1006.9333333333333,2.0,8.0
2252.8,1604.2666666666667,4.0,8.0
224.0,332.8,4.0,8.0
204.8,2730.6666666666665,4.0,8.0
1427.2,2935.4666666666667,4.0,8.0
1676.8,1928.5333333333333,4.0,8.0
2982.4,2850.133333333333,4.0,8.0
3532.8,2030.9333333333334,4.0,8.0
3411.2,1024.0,4.0,8.0
2988.8,315.73333333333335,4.0,8.0
2195.2,836.2666666666667,4.0,8.0
2598.4,1988.2666666666667,4.0,16.0
3782.4,3097.6,4.0,16.0
889.6,332.8,4.0,16.0
2905.6,3259.733333333333,16.0,4.0
435.2,3319.4666666666667,16.0,4.0
2963.2,3865.6,4.0,4.0
1939.2,2961.0666666666666,4.0,4.0
1011.2,2150.4,4.0,4.0
416.0,930.1333333333333,4.0,4.0
1132.8,1262.9333333333334,4.0,4.0
1868.8,836.2666666666667,4.0,4.0
1849.6,1442.1333333333334,4.0,4.0
2585.6,802.1333333333333,4.0,4.0
3084.8,1169.0666666666666,4.0,4.0
3859.2,1979.7333333333333,4.0,4.0
3718.4,1459.2,16.0,4.0
3878.4,2466.133333333333,2.0,8.0
2073.6,3788.8,4.0,4.0
1382.4,3473.0666666666666,4.0,4.0
761.6,3950.9333333333334,4.0,4.0
134.4,793.6,2.0,8.0
1420.8,597.3333333333334,4.0,8.0
2009.6,213.33333333333334,4.0,8.0
1497.6,230.4,4.0,4.0
1625.6,2517.3333333333335,4.0,4.0
1094.4,1698.1333333333334,4.0,8.0
1024.0,2884.266666666667,4.0,4.0
460.8,1689.6,4.0,4.0
198.4,2380.8,8.0,2.0
147.2,3814.4,4.0,4.0
1273.6,3899.733333333333,4.0,4.0
2188.8,3421.866666666667,2.0,8.0
2240.0,2909.866666666667,4.0,4.0
2912.0,2491.733333333333,4.0,4.0
2208.0,2244.266666666667,4.0,4.0
1772.8,2244.266666666667,4.0,4.0
3686.4,3848.5333333333333,16.0,4.0
2892.8,3515.733333333333,4.0,4.0
3865.6,3592.5333333333333,4.0,4.0
2278.4,3891.2,2.0,8.0
1708.8,3959.4666666666667,8.0,2.0
2643.2,392.53333333333336,8.0,2.0
3328.0,494.93333333333334,2.0,8.0
3396.6741573033705,166.28398791540783,4.0,4.0
3795.775280898876,224.29003021148034,8.0,2.0
3219.2,2116.266666666667,4.0,4.0
953.6,1041.0666666666666,4.0,4.0
556.8,1356.8,4.0,4.0
